sku,Name,Brand,Categories,Wholesale,Retail,Description,Images,Length,Width,Height
C092-020-283,SIDE CHAIR,Caracole,Furniture > Dining > Dining Chairs,485,970,"With a shapely silhouette in notes of lavender and gold, this side chair mixes refined comfort and feminine elegance. Features an open back finished in Stone Manor to give light to the natural beauty of koto woodgrains. A luxurious ottoman weave fabric on the inside back and cushioned seat adds tactile appeal. For a hint of glitz, carved legs and wood trim are finished in a shimmering Soft Radiance paint.","C092-020-283-1.jpg,C092-020-283-2.jpg,C092-020-283-3.jpg,C092-020-283-4.jpg,C092-020-283-5.jpg",27W x 29.25D x 35.75H,,
C102-422-281,THE OXFORD SIDE CHAIR,Caracole,Furniture > Dining > Dining Chairs,379,758,"FEATURES:
Chair frame in Stallion stain with accents in Afterglow.
Upholstered front, back and seat.
Bottom of front posts in Pyrite.
Chairs are individually priced.
Chairs are packaged and sold 2 per carton.","C102-422-281-1.jpg,C102-422-281-2.jpg,C102-422-281-3.jpg,C102-422-281-4.jpg,C102-422-281-5.jpg",27W x 29.25D x 35.75H,,
C112-422-271,VALENTINA UPH ARM CHAIR,Caracole,Furniture > Dining > Dining Chairs,525,1050,"FEATURES:
Upholstered chair.
Legs in Matte Pearl.
Metal ferrules in Golden Shimmer.","C112-422-271-1.jpg,C112-422-271-2.jpg,C112-422-271-3.jpg,C112-422-271-4.jpg,C112-422-271-5.jpg",24W x 25.5D x 37H,,
CLA-016-271CC,PERFECT PAIRING,Caracole,Furniture > Dining > Dining Chairs,1754,3508,"FEATURES:
Seat Width: 21 Seat Depth: 20
Whisper of Gold metal ferrules.",CLA-016-271CC-1,27W x 32D x 47H,,
CLA-016-271CL,PERFECT PAIRING - LEATHER,Caracole,Furniture > Dining > Dining Chairs,2894,5788,"FEATURES:
Seat Width: 21 Seat Depth: 20
Whisper of Gold metal ferrules.
CONSTRUCTION:
Cushion Fill: Blendown Supreme; Hypo-Allergenic Option Available
Seat Platform: Web",CLA-016-271CL-1,27W x 32D x 47H,,
CLA-016-275,RESERVED SEATING ARM,Caracole,Furniture > Dining > Dining Chairs,521,1042,"*AVAILABLE IN CARACOLE COUTURE CUSTOM UPHOLSTERY PROGRAM* This contemporary arm chair takes on dramatic style when you view the wide, Whisper of Gold panel that shines off its back. Neutral sateen fabric with a subtle moire pattern fully surrounds the square upper back and seat cushion that rest on an exposed wood frame, sabre legs and gracefully curving arms finished in Seal Skin. This is a low, klismos chair with truly polished appeal.","CLA-016-275-1.jpg,CLA-016-275-2.jpg,CLA-016-275-3.jpg,CLA-016-275-4.jpg",26W x 24.5D x 32H,,
CLA-016-275CC,RESERVED SEATING ARM CHAIR,Caracole,Furniture > Dining > Dining Chairs,1177,2354,"FEATURES:
Seat Width: 19 Seat Depth: 18
Upholstered tight seat and back with wood base. Metal back plate in Whisper of Gold.
CONSTRUCTION:
Seat Platform: Web",CLA-016-275CC-1,26W x 24.5D x 32H,,
CLA-016-275CL,RESERVED SEATING ARM LEATHER,Caracole,Furniture > Dining > Dining Chairs,1648,3296,"FEATURES:
Seat Width: 19 Seat Depth: 18
Upholstered tight seat and back with wood base. Metal plate in Whisper of Gold.
CONSTRUCTION:
Seat Platform: Web",CLA-016-275CL-1,26W x 24.5D x 32H,,
CLA-016-285,RESERVED SEATING SIDE,Caracole,Furniture > Dining > Dining Chairs,452,904,"*AVAILABLE IN CARACOLE COUTURE CUSTOM UPHOLSTERY PROGRAM* For a fresh interpretation on a low, modern klismos chair, this silhouette takes on dramatic style when you view the wide, Whisper of Gold panel that shines off its back. A neutral sateen fabric with a subtle moire pattern fully surrounds the square upper back and seat cushion that rest on an exposed wood frame and sabre legs finished in Seal Skin. This is a chair with truly polished appeal.","CLA-016-285-1.jpg,CLA-016-285-2.jpg,CLA-016-285-3.jpg,CLA-016-285-4.jpg",21.25W x 24.5D x 32H,,
CLA-016-285CC,RESERVED SEATING SIDE CHAIR,Caracole,Furniture > Dining > Dining Chairs,1105,2210,"FEATURES:
Seat Width: 19 Seat Depth: 18
Upholstered tight seat and back with wood base. Metal plate in Whisper of Gold.
CONSTRUCTION:
Seat Platform: Web",CLA-016-285CC-1,21.25W x 24.5D x 32H,,
CLA-016-285CL,RESERVED SEATING LEATHER,Caracole,Furniture > Dining > Dining Chairs,1565,3130,"FEATURES:
Seat Width: 19 Seat Depth: 18
Upholstered tight seat and back with wood base. Metal plate in Whisper of Gold.",CLA-016-285CL-1,21.25W x 24.5D x 32H,,
CLA-017-281,SITTING IN STYLE,Caracole,Furniture > Dining > Dining Chairs,494,988,"This contemporary wingback chair has pulled up to the table in style. Its dramatic upper rail features softly curved Sepia Burl that has been edged in glistening Harvest Bronze. Fully upholstered in a luxurious smoky grey faux dupioni silk, the svelte back is narrower at the top than at the base of the tight seat. The chair's exposed wood base, front tapered legs and rear sabre legs have been finished in Harvest Bronze.","CLA-017-281-1.jpg,CLA-017-281-2.jpg,CLA-017-281-3.jpg,CLA-017-281-4.jpg",22.5W x 26D x 37H,,
CLA-018-273,SIT LIKE A GEM,Caracole,Furniture > Dining > Dining Chairs,488,976,"PRODUCT OVERVIEW:
Thoughtfully designed in every way, this stylish chair infuses a space with unique character. Gem-like Mother of Pearl shell inserts accent each arm and add nature-inspired beauty and a touch of modern glamour. A Warm Reflections finish accentuates every contour of its curvaceous silhouette and is paired with accents of Champagne Gold on its arm and metal-plated ferrules. Together, its rich mix of materials creates an alluring appeal unlike any other.","CLA-018-273-1.jpg,CLA-018-273-2.jpg,CLA-018-273-3.jpg,CLA-018-273-4.jpg,CLA-018-273-5.jpg",22.5W x 26D x 37H,,
CLA-018-281,FANFARE SIDE CHAIR,Caracole,Furniture > Dining > Dining Chairs,399,798,"PRODUCT OVERVIEW:
From elegant brunches to casual family dinners, you won?t find a more delightful dining chair than this elegant model. Its sophisticated silhouette is complemented by an exquisite back featuring an Art Deco-inspired fan pattern crafted of Koto veneer and accentuated by a Winter Wheat finish. Upholstered in an elegant neutral performance fabric, its seat and seat front provide stylish comfort while its rounded frame is trimmed in Warm Reflections. A Champagne Gold finish on its metal-plated ferrules adds a final touch of glamour.
FEATURES:
Chair frame finished in Warm Reflections.
Chair back panel is fan patterned Koto veneer finished in Winter Wheat.
Upholstered seat and inside back.
Metal plated ferrules in Champagne Gold.
Chairs are individually priced.
Chairs are packaged and sold 2 per carton.","CLA-018-281-1.jpg,CLA-018-281-2.jpg,CLA-018-281-3.jpg,CLA-018-281-4.jpg,CLA-018-281-5.jpg",22.5W x 26D x 37H,,
CLA-018-282,COLLAR UP,Caracole,Furniture > Dining > Dining Chairs,735,1470,"A little sassy and a little demure, this stunning design makes the ultimate captain's chair or side chair. Its tall winged seat back attracts your attention while a tailored finger-pleat detail along its inside seat back makes it truly unforgettable. Expertly trimmed with a metal bar finished in Champagne Gold, this elegant feature matches the metal ferrules on its front feet. Its luxurious appearance is brought to life in a dressy, neutral-hued pebbled fabric with subtle hints of peacock and gold. At its center, the ruched detailing adds an extra layer of elegance and is tailored in a subtle caramel-colored velvet. A warm Harvest Bronze finish completes the look and accentuates the beauty of this distinctive chair's wood frame and legs.","CLA-018-282-1.jpg,CLA-018-282-2.jpg,CLA-018-282-3.jpg,CLA-018-282-4.jpg,CLA-018-282-5.jpg",28W x 30D x 47.75H,,
CLA-019-273,OPEN ARMS ARM CHAIR,Caracole,Furniture > Dining > Dining Chairs,464,928,"A handsome addition at any table, the Open Arms Arm Chair elevates every dining experience. Its timeless silhouette is brought to life in a casually elegant Ash Driftwood finish and complemented with a finely tailored, luxe fabric cover in an elegant neutral shade. Easygoing at heart, the fine lines of this fully upholstered chair render it perfect for the host and hostess. Metal ferrules in Sundance Gold cap each front leg for a touch of bling.","CLA-019-273-1.jpg,CLA-019-273-2.jpg,CLA-019-273-3.jpg,CLA-019-273-4.jpg",24.5W x 27D x 44H,,
CLA-019-274,FREE AND EASY,Caracole,Furniture > Dining > Dining Chairs,678,1356,"Dining has never been so effortlessly elegant as with this eye-catching dining chair. The perfect mate to a statement dining table, its classic profile is fully upholstered and sits atop tapered legs wearing an easygoing Ash Driftwood finish. Put it at the head and foot of the table for a touch of casual modern style or make it a seat for everyone so no one fights over sitting in it. Plush cushioning ensures leisurely dining while this chair's charming countenance makes it easy on the eyes.","CLA-019-274-1.jpg,CLA-019-274-2.jpg,CLA-019-274-3.jpg,CLA-019-274-4.jpg,CLA-019-274-5.jpg,CLA-019-274-6.jpg,CLA-019-274-7.jpg",24W x 25.5D x 30.75H,,
CLA-019-276,CHIT CHAT ARM,Caracole,Furniture > Dining > Dining Chairs,343,686,"PRODUCT OVERVIEW:
*AVAILABLE IN CARACOLE COUTURE CUSTOM UPHOLSTERY PROGRAM*
The Chit-Chat arm and side chairs are an elegant dining companion. Nicely scaled with an oval-back, this chair will always be a classic. We eliminated the expected carvings to give this chair a fresher attitude for today?s interiors. Is there anything more chic? We think not!
FEATURES:
Wood frame in Soft Silver Leaf finish with upholstered seat and oval back.
Chairs are individually priced.
Chairs are packaged and sold 2 per carton.",CLA-019-276-1.jpg,24W x 25.5D x 30.75H,,
CLA-019-281,GUEST OF HONOR,Caracole,Furniture > Dining > Dining Chairs,384,768,"Everyone will feel like your Guest of Honor when you invite them to dine and relax in the comfort of this fabulous upholstered dining chair. Its tall, contemporized back is expertly tailored in a luxe neutral fabric and features a lower peek-through opening that creates instant drama. A shimmering Soft Radiance finish highlights its two unique leg styles'lending a touch of glimmer beautifully reflected in candlelight or an overhead chandelier. Like bold jewelry, metal collars and ferrules in plated Whisper of Gold accentuate each front leg to complete the ensemble.","CLA-019-281-1.jpg,CLA-019-281-2.jpg,CLA-019-281-3.jpg,CLA-019-281-4.jpg,CLA-019-281-5.jpg",21W x 24.25D x 39.75H,,
CLA-019-283,OPEN ARMS SIDE CHAIR,Caracole,Furniture > Dining > Dining Chairs,367,734,"A gorgeous addition to any table, the Open Arms Side Chair offers the perfect mix of classic and updated. Its timeless silhouette is complemented by a curving metal ribbon element in a glimmering Sundance Gold that distinguishes the side edge of each chairback. The beautiful Ash Driftwood finish on this dining chair feels fashionable and relevant. It pairs beautifully with a variety of tables and d'cor styles, as does the chair's luxurious fabric cover. A study in sophistication, this side chair will never go unnoticed.","CLA-019-283-1.jpg,CLA-019-283-2.jpg,CLA-019-283-3.jpg,CLA-019-283-4.jpg",21.5W x 26.25D x 40H,,
CLA-019-284,IN GOOD TASTE DINING CHAIR,Caracole,Furniture > Dining > Dining Chairs,464,928,"Irresistible from every point of view, this expressive chair is an essential for fine dining. Its fully upholstered design has curves in all the right places and features an open back detail. Glimmering Allusion Gold highlights its refined silhouette and shapely legs'capped with metal ferrules in Whisper of Gold. Effortlessly refined, this special chair makes a welcome addition to any dining table.","CLA-019-284-1.jpg,CLA-019-284-2.jpg,CLA-019-284-3.jpg,CLA-019-284-4.jpg,CLA-019-284-5.jpg,CLA-019-284-6.jpg",22.5W x 25D x 39.5H,,
CLA-019-286,CHIT CHAT SIDE,Caracole,Furniture > Dining > Dining Chairs,326,652,"PRODUCT OVERVIEW:
*AVAILABLE IN CARACOLE COUTURE CUSTOM UPHOLSTERY PROGRAM*
The Chit-Chat arm and side chairs are an elegant dining companion. Nicely scaled with an oval-back, this chair will always be a classic. We eliminated the expected carvings to give this chair a fresher attitude for today?s interiors. Is there anything more chic? We think not!
FEATURES:
Wood frame in Soft Silver Leaf finish with upholstered seat and oval back.
Chairs are individually priced.
Chairs are packaged and sold 2 per carton.",CLA-019-286-1.jpg,22.5W x 25D x 39.5H,,
CLA-020-272,TALL ORDER ARM CHAIR,Caracole,Furniture > Dining > Dining Chairs,470,940,"An instant classic in a subtle herringbone performance fabric, this sophisticated dining chair brings a beautiful balance of style and comfort. Its enveloping silhouette is designed with low arms and a tall, gradually tapering back; perfectly proportioned to linger in good company around the table. Tapered wood legs in Soft Silver Paint add a hint of shimmer and casual glamour. Expertly tailored in a luxurious performance fabric that's easy to maintain. Easily transitions from dining table to desk.","CLA-020-272-1.jpg,CLA-020-272-2.jpg,CLA-020-272-3.jpg,CLA-020-272-4.jpg",23W x 25.75D x 43H,,
CLA-020-275,NATURAL CHOICE ARM CHAIR,Caracole,Furniture > Dining > Dining Chairs,425,850,"With a comforting curve along the back and arms, this modern arm chair introduces a style that's unpretentious, yet elegant and refined. Accented by welt, its simple silhouette is beautifully balanced on an exposed wood frame and tapered legs in Dark Chocolate. Expertly tailored in a lightly textured navy performance fabric that's durable and easy to clean. Style with a rectangular dining table to counter clean lines, or play up a table in the round. Pair with a desk to elevate working from home.","CLA-020-275-1.jpg,CLA-020-275-2.jpg,CLA-020-275-3.jpg,CLA-020-275-4.jpg",23W x 28.25D x 38.5H,,
CLA-020-276,VERY APPEALING,Caracole,Furniture > Dining > Dining Chairs,437,874,"PRODUCT OVERVIEW:
Sit back and relax in style with this on-trend arm chair. Its striking silhouette is finished in Soft Silver Leaf and complements its upholstered seat, front and back. Designed for entertaining, it?s as great for casual, everyday meals as it is for holidays and parties.
FEATURES:
Upholstered seat, inside and outside back. Frame in Soft Silver Leaf.
Chairs are individually priced. Chairs are packaged and sold 2 per carton. Ships KD..","CLA-020-276-1.jpg,CLA-020-276-2.jpg,CLA-020-276-3.jpg,CLA-020-276-4.jpg",23W x 28.25D x 38.5H,,
CLA-020-282,TALL ORDER SIDE CHAIR,Caracole,Furniture > Dining > Dining Chairs,438,876,"An instant classic in a subtle herringbone performance fabric, this sophisticated dining chair brings a beautiful balance of style and comfort. Its enveloping silhouette is designed with a plush seat and a tall, gradually tapering back; perfectly proportioned to linger in good company around the table. Tapered wood legs in Soft Silver Paint add a hint of shimmer and casual glamour. Expertly tailored in a luxurious performance fabric that's easy to maintain. Easily transitions from dining table to desk.","CLA-020-282-1.jpg,CLA-020-282-2.jpg,CLA-020-282-3.jpg,CLA-020-282-4.jpg",21W x 25D x 43H,,
CLA-020-285,NATURAL CHOICE SIDE CHAIR,Caracole,Furniture > Dining > Dining Chairs,374,748,"With a comforting curve along the back, this modern side chair introduces a style that's unpretentious, yet elegant and refined. Accented by welt, its simple silhouette is beautifully balanced on an exposed wood frame and tapered legs in Dark Chocolate. Expertly tailored in a lightly textured navy performance fabric that's durable and easy to clean. Style with a rectangular dining table to counter clean lines, or play up a table in the round. Pair with a desk to elevate working from home.","CLA-020-285-1.jpg,CLA-020-285-2.jpg,CLA-020-285-3.jpg,CLA-020-285-4.jpg",22W x 27.5D x 37.5H,,
CLA-020-286,VERY APPEALING,Caracole,Furniture > Dining > Dining Chairs,406,812,"PRODUCT OVERVIEW:
Sit back and relax in style with this on-trend chair. Its striking silhouette is finished in Soft Silver Leaf and complements its upholstered seat, front and back. Designed for entertaining, it?s as great for casual, everyday meals as it is for holidays and parties.
FEATURES:
Upholstered seat, inside and outside back. Frame in Soft Silver Leaf.
Chairs are individually priced. Chairs are packaged and sold 2 per carton. Ships KD.","CLA-020-286-1.jpg,CLA-020-286-2.jpg,CLA-020-286-3.jpg,CLA-020-286-4.jpg,CLA-020-286-5.jpg",22W x 27.5D x 37.5H,,
CLA-020-291,SOCIALLY ACCEPTABLE,Caracole,Furniture > Dining > Dining Chairs,424,848,"A true standout, the look of this bold dining chair will enchant everyone who sees it. Drawing inspiration from classic forms it features a tall, stately seat back that adds height and presence to any dining space. Fully upholstered and tailored to perfection, it also features metal tapered legs finished in Tungsten. This posh dining chair represents the perfect balance of style and substance.","CLA-020-291-1.jpg,CLA-020-291-2.jpg,CLA-020-291-3.jpg,CLA-020-291-4.jpg",21W x 30D x 44H,,
CLA-021-282,BE MY GUEST,Caracole,Furniture > Dining > Dining Chairs,259,518,"With a nod to classical forms, this elegant dining chair takes inspiration from the Klismos style, designed by the ancient Greeks. Our contemporary take lends a sleek silhouette with a concave backrest and splayed legs at the back. An Almost Black finish adds depth and rich contrast to fine tailoring in a soothing neutral performance fabric that's easy to keep looking pristine. The perfect companion to a dining table in the round.","CLA-021-282-1.jpg,CLA-021-282-2.jpg,CLA-021-282-3.jpg,CLA-021-282-4.jpg,CLA-021-282-5.jpg",24.5W x 23D x 32.5H,,
CLA-021-283,TAKE YOUR SEAT,Caracole,Furniture > Dining > Dining Chairs,452,904,"Scandinavian influences and a tonal beige finish quietly call attention to the simple, yet sophisticated style of this side dining chair. With the utmost attention to craft and comfort, its tall tapered back is perfectly pitched for hours of conversation or working from home at the dining table. Its monochromatic palette lends a casual vibe, while a contrasting leather outback adds a timeless luxury, complemented by metal ferrules and collars in a Deep Bronze finish.","CLA-021-283-1.jpg,CLA-021-283-2.jpg,CLA-021-283-3.jpg,CLA-021-283-4.jpg,CLA-021-283-5.jpg",23W x 28D x 41H,,
CLA-416-282,I'M FLOATING!,Caracole,Furniture > Dining > Dining Chairs,833,1666,"Settle into the soft curve of the upholstered back and seat of this oh-so-comfortable dining chair. This tall, sling-back chair is upholstered in a woven taupe linen fabric that offers a neutral palette to easily mix into any decor. You, and your guests can float thru dinner suspended on thin, clear acrylic legs accented with Whisper of Gold metal ferrules. This chair is a natural selection for rooms that need a breath of fresh air.","CLA-416-282-1.jpg,CLA-416-282-2.jpg,CLA-416-282-3.jpg,CLA-416-282-4.jpg",22W x 26D x 39.25H,,
CLA-416-283,YOU'RE INVITED,Caracole,Furniture > Dining > Dining Chairs,348,696,"PRODUCT OVERVIEW:
*AVAILABLE IN CARACOLE COUTURE CUSTOM UPHOLSTERY PROGRAM*
Looking for a chair that gets dressed up for dinner? This versatile chair, finished in Platinum, mingles as easily with traditional tables as it does our more contemporary options. Its classic high back and seat are fully-upholstered in a soft neutral woven fabric that feels perfectly at home in any decor. Shiny silver metal ferrules are the perfect finishing touch for each of the shapely legs.
FEATURES:
Fully upholstered chair with wood base.
Metal ferrules.
Chairs are individually priced.
Chairs are packaged and sold 2 per carton.","CLA-416-283-1.jpg,CLA-416-283-2.jpg,CLA-416-283-3.jpg,CLA-416-283-4.jpg,CLA-416-283-5.jpg",22W x 26D x 39.25H,,
CLA-416-287,SIT UP STRAIGHT,Caracole,Furniture > Dining > Dining Chairs,464,928,"Entertain your guests and linger longer at the dining table in the comfort of this tall, sling-back chair. Upholstered in a woven linen fabric that offers a neutral palette and finished legs in a Soft Taupe, this chair is a natural selection to easily drop into any decor.","CLA-416-287-1.jpg,CLA-416-287-2.jpg,CLA-416-287-3.jpg,CLA-416-287-4.jpg",22W x 26D x 39.25H,,
CLA-418-272,CHITTER CHATTER,Caracole,Furniture > Dining > Dining Chairs,333,666,"PRODUCT OVERVIEW:
Every well-hosted event starts with comfortable dining and this sophisticated armchair ensures a divine experience. Its classic silhouette is illuminated with a Radiant Pearl finish and Sparkling Argent highlights that accentuate its lovely curves. Sabre legs distinguish its back while tapered front legs convey timeless elegance. Upholstered in a stunning neutral fabric, it makes the perfect complement to a stylish dining table.
FEATURES:
Upholstered seat, inside and outside back.
Chair frame in Radiant Pearl with Sparkling Argent highlights.
Chairs are individually priced.
Chairs are packaged and sold 2 per carton.
Ships KD.","CLA-418-272-1.jpg,CLA-418-272-2.jpg,CLA-418-272-3.jpg,CLA-418-272-4.jpg",22W x 26D x 39.25H,,
CLA-418-281,LINE ME UP,Caracole,Furniture > Dining > Dining Chairs,387,774,"Quite possibly the perfect dining chair, this graceful silhouettel features a shapely exterior crafted of mottled Anegre veneers and finished in a graceful Platinum Blonde finish. Comfortable yet confident, its elegantly tailored seat and inside back are upholstered in a luxurious neutral fabric that exudes glamour. Fashionable legs complete the ensemble and wear an Ivory Painted finish accented with metal ferrules in Champagne Gold.","CLA-418-281-1.jpg,CLA-418-281-2.jpg,CLA-418-281-3.jpg,CLA-418-281-4.jpg,CLA-418-281-5.jpg",19.25W x 25D x 40H,,
CLA-418-282,CHITTER CHATTER,Caracole,Furniture > Dining > Dining Chairs,295,590,"PRODUCT OVERVIEW:
A classic for every season, this refined chair adds drama and sophistication to a dining space. Its timeless silhouette is highlighted with a Radiant Pearl finish while Sparkling Argent highlights bring its lovely curves into focus. Sabre legs distinguish its back while tapered front legs convey timeless elegance. Wearing a classic neutral fabric, it represents the epitome of stylish dining.
FEATURES:
Upholstered seat, inside and outside back.
Chair frame in Radiant Pearl with Sparkling Argent highlights.
Chairs are individually priced.
Chairs are packaged and sold 2 per carton.
Ships KD.","CLA-418-282-1.jpg,CLA-418-282-2.jpg,CLA-418-282-3.jpg,CLA-418-282-4.jpg",19.25W x 25D x 40H,,
CLA-419-282,CLUB MEMBER AT THE TABLE,Caracole,Furniture > Dining > Dining Chairs,604,1208,"Find yourself in comfort and style with this alluring chair. Finished in Satin Ebony, it features a one-of-a-kind metal grill of laser-cut fretwork in an arabesque pattern. A Whisper of Gold finish highlights this unique design element and the chair's metal ferrules. The plush upholstered seat and seat back ensure it's as comfortable as it is charismatic.","CLA-419-282-1.jpg,CLA-419-282-2.jpg,CLA-419-282-3.jpg,CLA-419-282-4.jpg,CLA-419-282-5.jpg",22W x 23.5D x 33.5H,,
CLA-419-285,ROYAL KLISMOS AT THE TABLE,Caracole,Furniture > Dining > Dining Chairs,582,1164,"PRODUCT OVERVIEW:
For family dinners or celebrating with friends, there?s no more stylish choice for your dining table than this stunning chair. Its frame and stretcher feature a plated Whisper of Gold finish complemented by bold curves and elegant detailing. A Klismos shape lends classic appeal while its open metalwork design gives a nod to the signature Caracole quatrefoil pattern. The fashionable faux shagreen upholstered seat adds an incomparable style and comfort to this one-of-a-kind dining chair.
FEATURES:
Chair frame and stretcher finished in plated Whisper of Gold.
Upholstered seat.
Chairs are individually priced.
Chairs are packaged and sold 2 per carton.","CLA-419-285-1.jpg,CLA-419-285-2.jpg,CLA-419-285-3.jpg,CLA-419-285-4.jpg",22W x 23.5D x 33.5H,,
CLA-419-287,CANE I JOIN YOU,Caracole,Furniture > Dining > Dining Chairs,479,958,"For traditional style with an updated appeal, look no further. This iconic chair offers a casual interpretation of classic British West Indies-style caning. Its modernized shape features an open back cut-out and is accentuated by woven cane on its back and frame highlighted with a Neutral Metallic finish. Upholstered in a rich neutral, it's the perfect choice for adding character to any space.","CLA-419-287-1.jpg,CLA-419-287-2.jpg,CLA-419-287-3.jpg,CLA-419-287-4.jpg,CLA-419-287-5.jpg",21.5W x 24D x 38.75H,,
CLA-420-274,RESERVED SEATING,Caracole,Furniture > Dining > Dining Chairs,491,982,"*AVAILABLE IN CARACOLE COUTURE CUSTOM UPHOLSTERY PROGRAM* For a fresh interpretation on a low, modern klismos chair, this silhouette takes on dramatic style when you view the wide panel that sets off its back. A neutral sateen fabric with a subtle moire pattern fully surrounds the square upper back and seat cushion that rest on an exposed wood frame and sabre legs finished in Seal Skin. This is a chair with truly polished appeal.","CLA-420-274-1.jpg,CLA-420-274-2.jpg,CLA-420-274-3.jpg,CLA-420-274-4.jpg",26W x 24.5D x 32H,,
CLA-420-282,SHIELD ME,Caracole,Furniture > Dining > Dining Chairs,560,1120,"PRODUCT OVERVIEW:
Inspired by the classic shield shape, the Shield Me dining chair brings an element of refreshed heritage to a dining area. The perfect mate to a statement dining table, this distinctive chair offers a plush cushioned seat and seat back to encourage leisurely after-dinner conversations. A softly reflective Lightly Brushed Chrome finish highlights its timeless silhouette and metal frame. Dress it up or down, there?s no limit to the design applications for this stunning chair.
FEATURES:
Upholstered seat, inside-outside back.
Metal frame in Lightly Brushed Chrome.
Chairs are individually priced.
Chairs are packaged and sold 2 per carton.","CLA-420-282-1.jpg,CLA-420-282-2.jpg,CLA-420-282-3.jpg,CLA-420-282-4.jpg,CLA-420-282-5.jpg",26W x 24.5D x 32H,,
CLA-420-284,RESERVED SEATING,Caracole,Furniture > Dining > Dining Chairs,433,866,"PRODUCT OVERVIEW:
*AVAILABLE IN CARACOLE COUTURE CUSTOM UPHOLSTERY PROGRAM* For a fresh interpretation on a low, modern klismos chair, this silhouette takes on dramatic style when you view the wide panel that sets off its back. A neutral sateen fabric with a subtle moire pattern fully surrounds the square upper back and seat cushion that rest on an exposed wood frame and sabre legs finished in Seal Skin. This is a chair with truly polished appeal.
FEATURES:
Upholstered seat, inside-outside back.
Frame in Soft Silver Paint.
Metal back splat in Lightly Brushed Chrome.
Chairs are individually priced.
Chairs are packaged and sold 2 per carton.","CLA-420-284-1.jpg,CLA-420-284-2.jpg,CLA-420-284-3.jpg,CLA-420-284-4.jpg,CLA-420-284-5.jpg",26W x 24.5D x 32H,,
CLA-420-292,SOCIALLY ACCEPTABLE,Caracole,Furniture > Dining > Dining Chairs,384,768,"A true standout, the look of this bold dining chair will enchant everyone who sees it. Drawing inspiration from classic forms it features a tall, stately seat back that adds height and presence to any dining space. Fully upholstered and tailored to perfection, it also features tapered legs finished in a chic shade of Soft Silver Paint. This posh dining chair represents the perfect balance of style and substance.","CLA-420-292-1.jpg,CLA-420-292-2.jpg,CLA-420-292-3.jpg,CLA-420-292-4.jpg,CLA-420-292-5.jpg",21W x 30D x 44H,,
CLA-421-271,NATURAL CHOICE ARM CHAIR,Caracole,Furniture > Dining > Dining Chairs,399,798,"With a comforting curve along the back and arms, this modern arm chair introduces a style that's unpretentious, yet elegant and refined. Accented by welt, its simple silhouette is beautifully balanced on an exposed wood frame and tapered legs in Dark Chocolate. Expertly tailored in a beige basketweave performance fabric that's durable and easy to clean. Pair with a desk to elevate working from home.","CLA-421-271-1.jpg,CLA-421-271-2.jpg,CLA-421-271-3.jpg,CLA-421-271-4.jpg,CLA-421-271-5.jpg",23W x 28.25D x 38.5H,,
CLA-421-275,TIME TO DINE ARM CHAIR,Caracole,Furniture > Dining > Dining Chairs,400,800,"An elegant addition to dining interiors, this gracefully curved arm chair is dressed for any occasion in a cream-colored boucle performance fabric. An angular wood arm and tall tapered legs add a note of sophistication in a richly contrasting Smoked Mink finish. Side dining chair also available.","CLA-421-275-1.jpg,CLA-421-275-2.jpg,CLA-421-275-3.jpg,CLA-421-275-4.jpg,CLA-421-275-5.jpg,CLA-421-275-6.jpg,CLA-421-275-7.jpg",23W x 28D x 41H,,
CLA-421-281,NATURAL CHOICE SIDE CHAIR,Caracole,Furniture > Dining > Dining Chairs,350,700,"With a comforting curve along the back and arms, this modern side chair introduces a style that's unpretentious, yet elegant and refined. Accented by welt, its simple silhouette is beautifully balanced on an exposed wood frame and tapered legs in Dark Chocolate. Expertly tailored in a beige basketweave performance fabric that's durable and easy to clean. Pair with a desk to elevate working from home.","CLA-421-281-1.jpg,CLA-421-281-2.jpg,CLA-421-281-3.jpg,CLA-421-281-4.jpg,CLA-421-281-5.jpg",22W x 27.5D x 37.5H,,
CLA-421-283,OPEN SEATING,Caracole,Furniture > Dining > Dining Chairs,375,750,"Open and inviting with a dramatic curve to the back, this dining chair will delight guests and hosts alike. A warm Brunette finish accentuates its beautifully figured sycamore veneer and tall tapered legs, subtly contrasted by a light blue-gray performance fabric. Intentionally designed for a comfortable seating experience with the luxury of worry-free entertaining.","CLA-421-283-1.jpg,CLA-421-283-2.jpg,CLA-421-283-3.jpg,CLA-421-283-4.jpg,CLA-421-283-5.jpg",22.75W x 24D x 34H,,
CLA-421-285,TIME TO DINE SIDE CHAIR,Caracole,Furniture > Dining > Dining Chairs,349,698,"An elegant addition to dining interiors, this gracefully curved side chair is dressed for any occasion in a cream-colored boucle performance fabric. An angular wood accent and tall tapered legs add a note of sophistication in a richly contrasting Smoked Mink finish. Arm dining chair also available.","CLA-421-285-1.jpg,CLA-421-285-2.jpg,CLA-421-285-3.jpg,CLA-421-285-4.jpg,CLA-421-285-5.jpg,CLA-421-285-6.jpg",22W x 27.5D x 40H,,
