sku,Name,Brand,Categories,Price,Description,Images,Length,Width,Height
5688,Milano,Schonbek,Lighting > Chandeliers,23165,"*MADE TO ORDER

The baroque castings of Milano, made in Italy,
feature delicate ornamentations that celebrate
the heritage of the great Italian chandeliers of
the seventeenth Century. Heavy crystals
enhance the lace-like precious metal body.

Choose from the following crystals and finishes:

Crystal:

1. Clear Crystals From Swarovski

2. Clear Optic Crystal

Finish:

1. Heirloom Gold (-22)

2. Etruscan Gold (-23)

3. French Gold (-26) Premium Finish

4. Parchment Gold (-27) Artistic Casting Premium Finish

5. Antique Silver (-48)

6. Parchment Bronze (-74) Artistic Casting Premium Finish

7. Heirloom Bronze (-76)

8. Roman Silver (-80) Artistic Casting Premium Finish

9. Florentine Bronze (-83) Artistic Casting Premium Finish

10. Midnight Gild (-86) Artistic Casting Premium Finish

11. Royal Pewter (-84) Artistic Casting

Type: Chandelier
Width/Length: 50in / 127cm
Height: 68in / 173cm
Chain Length: 126in / 320cm
Hang Weight: 133lbs / 59.9kg
Tier Count: 3
Bulb Count: 28
Bulb Info: (28) E12, 60 MAX, B10**
Voltage: 110V / 220V / CCC","5688-1, 5688-2",50,50,68
5686,Milano,Schonbek,Lighting > Chandeliers,12595,"*MADE TO ORDER 

The baroque castings of Milano, made in Italy, 
feature delicate ornamentations that celebrate 
the heritage of the great Italian chandeliers of 
the seventeenth Century. Heavy crystals 
enhance the lace-like precious metal body. 

Choose from the following crystals and finishes: 

Crystal: 

1. Clear Crystals From Swarovski 

2. Clear Optic Crystal 

Finish: 

1. Heirloom Gold (-22) 

2. Etruscan Gold (-23) 

3. French Gold (-26) Premium Finish 

4. Parchment Gold (-27) Artistic Casting Premium Finish 

5. Antique Silver (-48) 

6. Parchment Bronze (-74) Artistic Casting Premium Finish 

7. Heirloom Bronze (-76) 

8. Roman Silver (-80) Artistic Casting Premium Finish 

9. Florentine Bronze (-83) Artistic Casting Premium Finish 

10. Midnight Gild (-86) Artistic Casting Premium Finish 

11. Royal Pewter (-84) Artistic Casting

Type: Chandelier
Width/Length: 39in / 99cm
Height: 48.5in / 123cm
Chain Length: 84in / 213cm
Hang Weight: 70lbs / 31.5kg
Tier Count: 2
Bulb Count: 15
Bulb Info: (15) E12, 60 MAX, B10**
Voltage: 110V / 220V / CCC","5686-1, 5686-2",39,39,48.5
5683,Milano,Schonbek,Lighting > Chandeliers,7665,"*MADE TO ORDER 

The baroque castings of Milano, made in Italy, 
feature delicate ornamentations that celebrate 
the heritage of the great Italian chandeliers of 
the seventeenth Century. Heavy crystals 
enhance the lace-like precious metal body. 

Choose from the following crystals and finishes: 

Crystal: 

1. Clear Crystals From Swarovski 

2. Clear Optic Crystal 

Finish: 

1. Heirloom Gold (-22) 

2. Etruscan Gold (-23) 

3. French Gold (-26) Premium Finish 

4. Parchment Gold (-27) Artistic Casting Premium Finish 

5. Antique Silver (-48) 

6. Parchment Bronze (-74) Artistic Casting Premium Finish 

7. Heirloom Bronze (-76) 

8. Roman Silver (-80) Artistic Casting Premium Finish 

9. Florentine Bronze (-83) Artistic Casting Premium Finish 

10. Midnight Gild (-86) Artistic Casting Premium Finish 

11. Royal Pewter (-84) Artistic Casting

Type: Chandelier
Width/Length: 31in / 79cm
Height: 40in / 102cm
Chain Length: 40in / 102cm
Hang Weight: 32lbs / 14.4kg
Tier Count: 2
Bulb Count: 12
Bulb Info: (12) E12, 60 MAX, B10**
Voltage: 110V / 220V / CCC","5683-1, 5683-2",31,31,40
6861,Olde World,Schonbek,Lighting > Chandeliers,32515,"* MADE TO ORDER 

Blossoming like a rare flower, with its graceful
hand-formed crystal body and dense
ornaments, Olde World is an homage to the
legendary house of Schonbek, founded in
Bohemia in 1870, and to the sumptuousness of
nineteenth-century dÃ©cors. 

Choose your trim: 
- Clear Crystals From Swarovski 

Choose your color: 
- Polished Silver (-40) 
- Aurelia (-211)

Type: Chandelier
Width/Length: 60in / 152cm
Height: 77in / 196cm
Chain Length: 126in / 320cm
Hang Weight: 200lbs / 90kg
Tier Count: 1
Bulb Count: 45
Bulb Info: (5) E12, 25 MAX, B10**
(40) E12, 60 MAX, B10**
Voltage: 110V / 220V / CCC","6861-1, 6861-2",60,60,77
6860,Olde World,Schonbek,Lighting > Chandeliers,10655,"* MADE TO ORDER 

Blossoming like a rare flower, with its graceful 
hand-formed crystal body and dense 
ornaments, Olde World is an homage to the 
legendary house of Schonbek, founded in 
Bohemia in 1870, and to the sumptuousness of 
nineteenth-century dÃ©cors. 

Choose your trim: 
- Clear Crystals From Swarovski 

Choose your color: 
- Polished Silver (-40) 
- Aurelia (-211)

Type: Chandelier
Width/Length: 35.5in / 90cm
Height: 46in / 117cm
Chain Length: 126in / 320cm
Hang Weight: 62lbs / 27.9kg
Tier Count: 3
Bulb Count: 25
Bulb Info: (20) E12, 60 MAX, B10**
(5) E12, 7.5 MAX, C7**
Voltage: 110V / 220V / CCC","6860-1, 6860-2",35.5,35.5,46
6818,Olde World,Schonbek,Lighting > Chandeliers,17255,"* MADE TO ORDER 

Blossoming like a rare flower, with its graceful 
hand-formed crystal body and dense 
ornaments, Olde World is an homage to the 
legendary house of Schonbek, founded in 
Bohemia in 1870, and to the sumptuousness of 
nineteenth-century dÃ©cors. 

Choose your trim: 
- Clear Crystals From Swarovski 

Choose your color: 
- Polished Silver (-40) 
- Aurelia (-211)

Type: Chandelier
Width/Length: 36in / 91cm
Height: 68in / 173cm
Chain Length: 126in / 320cm
Hang Weight: 90lbs / 40.5kg
Tier Count: 2
Bulb Count: 23
Bulb Info: (18) E12, 60 MAX, B10**
(5) E12, 7.5 MAX, C7**
Voltage: 110V / 220V / CCC","6818-1, 6818-2",36,36,68
6817,Olde World,Schonbek,Lighting > Chandeliers,10415,"* MADE TO ORDER 

Blossoming like a rare flower, with its graceful 
hand-formed crystal body and dense 
ornaments, Olde World is an homage to the 
legendary house of Schonbek, founded in 
Bohemia in 1870, and to the sumptuousness of 
nineteenth-century dÃ©cors. 

Choose your trim: 
- Clear Crystals From Swarovski 

Choose your color: 
- Polished Silver (-40) 
- Aurelia (-211)

Type: Chandelier
Width/Length: 32in / 81cm
Height: 55.5in / 141cm
Chain Length: 126in / 320cm
Hang Weight: 62lbs / 27.9kg
Tier Count: 2
Bulb Count: 14
Bulb Info: (14) E12, 60 MAX, B10**
Voltage: 110V / 220V / CCC","6817-1, 6817-2",32,32,55.5
6816,Olde World,Schonbek,Lighting > Chandeliers,28995,"* MADE TO ORDER 

Blossoming like a rare flower, with its graceful 
hand-formed crystal body and dense 
ornaments, Olde World is an homage to the 
legendary house of Schonbek, founded in 
Bohemia in 1870, and to the sumptuousness of 
nineteenth-century dÃ©cors. 

Choose your trim: 
- Clear Crystals From Swarovski 

Choose your color: 
- Polished Silver (-40) 
- Aurelia (-211)

Type: Chandelier
Width/Length: 48in / 122cm
Height: 62in / 157cm
Chain Length: 126in / 320cm
Hang Weight: 140lbs / 63kg
Tier Count: 2
Bulb Count: 35
Bulb Info: (30) E12, 60 MAX, B10**
(5) E12, 7.5 MAX, C7**
Voltage: 110V / 220V / CCC","6816-1, 6816-2",48,48,62
6815,Olde World,Schonbek,Lighting > Chandeliers,12955,"* MADE TO ORDER 

Blossoming like a rare flower, with its graceful 
hand-formed crystal body and dense 
ornaments, Olde World is an homage to the 
legendary house of Schonbek, founded in 
Bohemia in 1870, and to the sumptuousness of 
nineteenth-century dÃ©cors. 

Choose your trim: 
- Clear Crystals From Swarovski 

Choose your color: 
- Polished Silver (-40) 
- Aurelia (-211)

Type: Chandelier
Width/Length: 36in / 91cm
Height: 52in / 132cm
Chain Length: 84in / 213cm
Hang Weight: 80lbs / 36kg
Tier Count: 2
Bulb Count: 23
Bulb Info: (18) E12, 60 MAX, B10**
(5) E12, 7.5 MAX, C7**
Voltage: 110V / 220V / CCC","6815-1, 6815-2",36,36,52
6808,Olde World,Schonbek,Lighting > Wall Sconces,819,"* MADE TO ORDER 

Blossoming like a rare flower, with its graceful 
hand-formed crystal body and dense 
ornaments, Olde World is an homage to the 
legendary house of Schonbek, founded in 
Bohemia in 1870, and to the sumptuousness of 
nineteenth-century dÃ©cors. 

Choose your trim: 
- Clear Crystals From Swarovski 

Choose your color: 
- Polished Silver (-40) 
- Aurelia (-211)

Type: Wall Sconce
Width/Length: 14.5in / 37cm
Height: 20in / 51cm
Depth/Extension: 7.5in / 19cm
Hang Weight: 6lbs / 2.7kg
Tier Count: 2
Bulb Count: 3
Bulb Info: (3) E12, 60 MAX, B10**
Voltage: 110V / 220V / CCC
","6808-1, 6808-2",14.5,7.5,20
6807,Olde World,Schonbek,Lighting > Wall Sconces,639,"* MADE TO ORDER 

Blossoming like a rare flower, with its graceful 
hand-formed crystal body and dense 
ornaments, Olde World is an homage to the 
legendary house of Schonbek, founded in 
Bohemia in 1870, and to the sumptuousness of 
nineteenth-century dÃ©cors. 

Choose your trim: 
- Clear Crystals From Swarovski 

Choose your color: 
- Polished Silver (-40) 
- Aurelia (-211)

Type: Wall Sconce
Width/Length: 14.5in / 37cm
Height: 16in / 41cm
Depth/Extension: 6in / 15cm
Hang Weight: 5lbs / 2.3kg
Tier Count: 1
Bulb Count: 2
Bulb Info: (2) E12, 60 MAX, B10**
Voltage: 110V / 220V / CCC","6807-1, 6807-2",14.5,6,16
6806,Olde World,Schonbek,Lighting > Wall Sconces,1255,"* MADE TO ORDER 

Blossoming like a rare flower, with its graceful
hand-formed crystal body and dense
ornaments, Olde World is an homage to the
legendary house of Schonbek, founded in
Bohemia in 1870, and to the sumptuousness of
nineteenth-century dÃ©cors.

Choose your trim:
- Clear Crystals From Swarovski

Choose your color:
- Polished Silver (-40)
- Aurelia (-211)

Type: Wall Sconce
Width/Length: 18in / 46cm
Height: 23in / 58cm
Depth/Extension: 9.5in / 24cm
Hang Weight: 9lbs / 4.1kg
Tier Count: 2
Bulb Count: 5
Bulb Info: (5) E12, 60 MAX, B10**
Voltage: 110V / 220V / CCC","6806-1, 6806-2",18,9.5,23
6677,Plaza,Schonbek,Lighting > Chandeliers,8345,"* MADE TO ORDER 

Glitz, glamour and excess characterized the
Hollywood Regency Style, which soared in the
thirties with the great legends of cinema. Both
lavish and contemporary, Plazaâs Art Decoinspired frames are studded with a splendid
variety of clear or colored crystal shapes.

Choose your trim:
- Clear Crystals From Swarovski
- Heritage Crystal: Clear (H)

Choose your color:
- Polished Stainless Steel (-401)

Type: Pendant
Width/Length: 27.5in / 70cm
Height: 25in / 64cm
Chain Length: 144in / 366cm
Hang Weight: 42lbs / 18.9kg
Tier Count: 1
Bulb Count: 31
Bulb Info: (31) E12, 25 MAX, B8*
Voltage: 110V / 220V / CCC","6677-1, 6677-2",27.5,27.5,25
6680,Plaza,Schonbek,Lighting > Chandeliers,7775,"* MADE TO ORDER 

Glitz, glamour and excess characterized the 
Hollywood Regency Style, which soared in the 
thirties with the great legends of cinema. Both 
lavish and contemporary, Plazaâs Art Decoinspired frames are studded with a splendid 
variety of clear or colored crystal shapes. 

Choose your trim: 
- Clear Crystals From Swarovski 
- Heritage Crystal: Clear (H) 

Choose your color: 
- Polished Stainless Steel (-401)

Type: Pendant
Width/Length: 48in / 122cm
Height: 7in / 18cm
Depth/Extension: 22.5in / 57cm
Chain Length: 144in / 366cm
Hang Weight: 72lbs / 32.4kg
Tier Count: 1
Bulb Count: 24
Bulb Info: (24) E12, 40 MAX, G16-1/2*
Voltage: 110V / 220V / CCC","6680-1, 6680-2",48,22.5,7
6675,Plaza,Schonbek,Lighting > Chandeliers,7215,"* MADE TO ORDER 

Glitz, glamour and excess characterized the 
Hollywood Regency Style, which soared in the 
thirties with the great legends of cinema. Both 
lavish and contemporary, Plazaâs Art Decoinspired frames are studded with a splendid 
variety of clear or colored crystal shapes. 

Choose your trim: 
- Clear Crystals From Swarovski 
- Heritage Crystal: Clear (H) 

Choose your color: 
- Polished Stainless Steel (-401)
Type: Pendant
Width/Length: 24.5in / 62cm
Height: 25in / 64cm
Chain Length: 144in / 366cm
Hang Weight: 36lbs / 16.2kg
Tier Count: 1
Bulb Count: 25
Bulb Info: (25) E12, 40 MAX, B8*
Voltage: 110V / 220V / CCC","6675-1, 6675-2",24.5,24.5,25
6678,Plaza,Schonbek,Lighting > Chandeliers,4265,"* MADE TO ORDER 

Glitz, glamour and excess characterized the 
Hollywood Regency Style, which soared in the 
thirties with the great legends of cinema. Both 
lavish and contemporary, Plazaâs Art Decoinspired frames are studded with a splendid 
variety of clear or colored crystal shapes. 

Choose your trim: 
- Clear Crystals From Swarovski 
- Heritage Crystal: Clear (H) 

Choose your color: 
- Polished Stainless Steel (-401)

Type: Pendant
Width/Length: 34in / 86cm
Height: 5in / 13cm
Depth/Extension: 16in / 41cm
Chain Length: 144in / 366cm
Hang Weight: 35lbs / 15.8kg
Tier Count: 1
Bulb Count: 16
Bulb Info: (16) E12, 40 MAX, G16-1/2*
Voltage: 110V / 220V / CCC
","6678-1, 6678-2",34,16,5
6673,Plaza,Schonbek,Lighting > Chandeliers,3895,"* MADE TO ORDER 

Glitz, glamour and excess characterized the 
Hollywood Regency Style, which soared in the 
thirties with the great legends of cinema. Both 
lavish and contemporary, Plazaâs Art Decoinspired frames are studded with a splendid 
variety of clear or colored crystal shapes. 

Choose your trim: 
- Clear Crystals From Swarovski 
- Heritage Crystal: Clear (H) 

Choose your color: 
- Polished Stainless Steel (-401)

Type: Pendant
Width/Length: 21in / 53cm
Height: 19in / 48cm
Chain Length: 144in / 366cm
Hang Weight: 24lbs / 10.8kg
Tier Count: 1
Bulb Count: 22
Bulb Info: (21) E12, 40 MAX, B8*
(1) E12, 40 MAX, G16-1/2*
Voltage: 110V / 220V / CCC
","6673-1, 6673-2",21,21,19
3773,Renaissance,Schonbek,Lighting > Chandeliers,12715,"* MADE TO ORDER 

Recalling the glorious opulence of Baroque
chandeliers with its open frame, lyre patterns
and bouquet tops, Renaissance is an homage
to the seventeenth-century court of King Louis
XIV. Our interpretation is boldly contemporary.

Choose your trim:
- Clear Crystals From Swarovski
- Clear Heritage Crystal

Choose your color:
- Heirloom Gold (-22)
- Etruscan Gold (-23)
- French Gold (-26) Premium Finish
- Antique Silver (-48)
- Black (-51)
- Heirloom Bronze (-76)

Type: Chandelier
Width/Length: 38in / 97cm
Height: 44in / 112cm
Chain Length: 84in / 213cm
Hang Weight: 93lbs / 41.9kg
Tier Count: 2
Bulb Count: 16
Bulb Info: (15) E12, 60 MAX, B10**
(1) E12, 15 MAX, T7*
Voltage: 110V / 220V / CCC","3773-1, 3773-2",38,38,44
3795,Renaissance,Schonbek,Lighting > Chandeliers,7015,"* MADE TO ORDER 

Recalling the glorious opulence of Baroque 
chandeliers with its open frame, lyre patterns 
and bouquet tops, Renaissance is an homage 
to the seventeenth-century court of King Louis 
XIV. Our interpretation is boldly contemporary. 

Choose your trim: 
- Clear Crystals From Swarovski 
- Clear Heritage Crystal 

Choose your color: 
- Heirloom Gold (-22) 
- Etruscan Gold (-23) 
- French Gold (-26) Premium Finish 
- Antique Silver (-48) 
- Black (-51) 
- Heirloom Bronze (-76)

Type: Chandelier
Width/Length: 46in / 117cm
Height: 33.5in / 85cm
Depth/Extension: 23in / 58cm
Chain Length: 40in / 102cm
Hang Weight: 46lbs / 20.7kg
Bulb Count: 12
Bulb Info: (10) E12, 60 MAX, B10**
(2) E12, 15 MAX, T7*
Voltage: 110V / 220V / CCC","3795-1, 3795-2",46,23,33.5
3787,Renaissance,Schonbek,Lighting > Chandeliers,4815,"* MADE TO ORDER 

Recalling the glorious opulence of Baroque 
chandeliers with its open frame, lyre patterns 
and bouquet tops, Renaissance is an homage 
to the seventeenth-century court of King Louis 
XIV. Our interpretation is boldly contemporary. 

Choose your trim: 
- Clear Crystals From Swarovski 
- Clear Heritage Crystal 

Choose your color: 
- Heirloom Gold (-22) 
- Etruscan Gold (-23) 
- French Gold (-26) Premium Finish 
- Antique Silver (-48) 
- Black (-51) 
- Heirloom Bronze (-76)

Type: Chandelier
Width/Length: 26.5in / 67cm
Height: 35in / 89cm
Chain Length: 40in / 102cm
Hang Weight: 37lbs / 16.7kg
Tier Count: 1
Bulb Count: 8
Bulb Info: (8) E12, 60 MAX, B10**
Voltage: 110V / 220V / CCC","3787-1, 3787-2",26.5,26.5,35
3783,Renaissance,Schonbek,Lighting > Chandeliers,18705,"* MADE TO ORDER 

Recalling the glorious opulence of Baroque 
chandeliers with its open frame, lyre patterns 
and bouquet tops, Renaissance is an homage 
to the seventeenth-century court of King Louis 
XIV. Our interpretation is boldly contemporary. 

Choose your trim: 
- Clear Crystals From Swarovski 
- Clear Heritage Crystal 

Choose your color: 
- Heirloom Gold (-22) 
- Etruscan Gold (-23) 
- French Gold (-26) Premium Finish 
- Antique Silver (-48) 
- Black (-51) 
- Heirloom Bronze (-76)

Type: Chandelier
Width/Length: 36in / 91cm
Height: 72in / 183cm
Chain Length: 126in / 320cm
Hang Weight: 124lbs / 55.8kg
Tier Count: 1
Bulb Count: 25
Bulb Info: (24) E12, 60 MAX, B10**
(1) E12, 15 MAX, T7*
Voltage: 110V / 220V / CCC
Notes: Representative image shown of
3782
","3783-1, 3783-2",36,36,72
3780,Renaissance,Schonbek,Lighting > Chandeliers,6385,"* MADE TO ORDER 

Recalling the glorious opulence of Baroque 
chandeliers with its open frame, lyre patterns 
and bouquet tops, Renaissance is an homage 
to the seventeenth-century court of King Louis 
XIV. Our interpretation is boldly contemporary. 

Choose your trim: 
- Clear Crystals From Swarovski 
- Clear Heritage Crystal 

Choose your color: 
- Heirloom Gold (-22) 
- Etruscan Gold (-23) 
- French Gold (-26) Premium Finish 
- Antique Silver (-48) 
- Black (-51) 
- Heirloom Bronze (-76)

Type: Chandelier
Width/Length: 21in / 53cm
Height: 40in / 102cm
Chain Length: 120in / 305cm
Hang Weight: 38lbs / 17.1kg
Tier Count: 2
Bulb Count: 10
Bulb Info: (9) E12, 60 MAX, B10**
(1) E12, 15 MAX, T7*
Voltage: 110V / 220V / CCC","3780-1, 3780-2",21,21,40
3774,Renaissance,Schonbek,Lighting > Chandeliers,23025,"* MADE TO ORDER 

Recalling the glorious opulence of Baroque 
chandeliers with its open frame, lyre patterns 
and bouquet tops, Renaissance is an homage 
to the seventeenth-century court of King Louis 
XIV. Our interpretation is boldly contemporary. 

Choose your trim: 
- Clear Crystals From Swarovski 
- Clear Heritage Crystal 

Choose your color: 
- Heirloom Gold (-22) 
- Etruscan Gold (-23) 
- French Gold (-26) Premium Finish 
- Antique Silver (-48) 
- Black (-51) 
- Heirloom Bronze (-76)

Type: Chandelier
Width/Length: 45in / 114cm
Height: 52in / 132cm
Chain Length: 84in / 213cm
Hang Weight: 137lbs / 61.7kg
Tier Count: 3
Bulb Count: 25
Bulb Info: (24) E12, 60 MAX, B10**
(1) E12, 15 MAX, T7*
Voltage: 110V / 220V / CCC","3774-1, 3774-2",45,45,52
3573,Renaissance,Schonbek,Lighting > Chandeliers,13945,"* MADE TO ORDER 

Recalling the glorious opulence of Baroque 
chandeliers with its open frame, lyre patterns 
and bouquet tops, Renaissance is an homage 
to the seventeenth-century court of King Louis 
XIV. Our interpretation is boldly contemporary. 

Choose your trim: 
- Clear Crystals From Swarovski 
- Clear Heritage Crystal 

Choose your color: 
- Heirloom Gold (-22) 
- Etruscan Gold (-23) 
- French Gold (-26) Premium Finish 
- Antique Silver (-48) 
- Black (-51) 
- Heirloom Bronze (-76)

Type: Chandelier
Width/Length: 38in / 97cm
Height: 44in / 112cm
Chain Length: 84in / 213cm
Hang Weight: 80lbs / 36kg
Tier Count: 2
Bulb Count: 16
Bulb Info: (15) E12, 60 MAX, B10**
(1) E12, 15 MAX, T7*
Voltage: 110V / 220V / CCC
Notes: Representative image: color may
not be available.","3573-1, 3573-2",38,38,44
3587,Renaissance,Schonbek,Lighting > Chandeliers,5015,"* MADE TO ORDER 

Recalling the glorious opulence of Baroque 
chandeliers with its open frame, lyre patterns 
and bouquet tops, Renaissance is an homage 
to the seventeenth-century court of King Louis 
XIV. Our interpretation is boldly contemporary. 

Choose your trim: 
- Clear Crystals From Swarovski 
- Clear Heritage Crystal 

Choose your color: 
- Heirloom Gold (-22) 
- Etruscan Gold (-23) 
- French Gold (-26) Premium Finish 
- Antique Silver (-48) 
- Black (-51) 
- Heirloom Bronze (-76)

Type: Chandelier
Width/Length: 26.5in / 67cm
Height: 35in / 89cm
Chain Length: 40in / 102cm
Hang Weight: 37lbs / 16.7kg
Tier Count: 1
Bulb Count: 8
Bulb Info: (8) E12, 60 MAX, B10**
Voltage: 110V / 220V / CCC","3587-1, 3587-2",26.5,26.5,35
3572,Renaissance,Schonbek,Lighting > Chandeliers,8935,"* MADE TO ORDER 

Recalling the glorious opulence of Baroque 
chandeliers with its open frame, lyre patterns 
and bouquet tops, Renaissance is an homage 
to the seventeenth-century court of King Louis 
XIV. Our interpretation is boldly contemporary. 

Choose your trim: 
- Clear Crystals From Swarovski 
- Clear Heritage Crystal 

Choose your color: 
- Heirloom Gold (-22) 
- Etruscan Gold (-23) 
- French Gold (-26) Premium Finish 
- Antique Silver (-48) 
- Black (-51) 
- Heirloom Bronze (-76)
Type: Chandelier
Width/Length: 32in / 81cm
Height: 40in / 102cm
Chain Length: 84in / 213cm
Hang Weight: 58lbs / 26.1kg
Tier Count: 2
Bulb Count: 13
Bulb Info: (12) E12, 60 MAX, B10**
(1) E12, 15 MAX, T7*
Voltage: 110V / 220V / CCC","3572-1, 3572-2",32,32,40
3584,Renaissance,Schonbek,Lighting > Semi-Flush,2695,"* MADE TO ORDER 

Recalling the glorious opulence of Baroque 
chandeliers with its open frame, lyre patterns 
and bouquet tops, Renaissance is an homage 
to the seventeenth-century court of King Louis 
XIV. Our interpretation is boldly contemporary. 

Choose your trim: 
- Clear Crystals From Swarovski 
- Clear Heritage Crystal 

Choose your color: 
- Heirloom Gold (-22) 
- Etruscan Gold (-23) 
- French Gold (-26) Premium Finish 
- Antique Silver (-48) 
- Black (-51) 
- Heirloom Bronze (-76)

Type: Close to Ceiling
Width/Length: 20in / 51cm
Height: 16in / 41cm
Hang Weight: 16lbs / 7.2kg
Tier Count: 1
Bulb Count: 6
Bulb Info: (6) E12, 40 MAX, B10**
Voltage: 110V / 220V","3584-1, 3584-2",20,20,16
7864,Rivendell,Schonbek,Lighting > Chandeliers,11995,"* MADE TO ORDER 

A bouquet of finely crafted metal encrusted with
tiny crystal jewels, blooming into a melody of
delicate leaves and flowers. Rivendell is a
collectible and a signature design of the
Schonbek house. This timeless, feminine
design is a lovely addition to a boudoir, foyer or
even to contrast with a modern, minimalist
space. 

Choose your trim: 
- Clear Crystals From Swarovski 

Choose your color: 
- Heirloom Gold (-22) 
- Etruscan Gold (-23) 
- French Gold (-26) Premium Finish 
- Antique Silver (-48) 
- Black (-51) 
- Heirloom Bronze (-76) 
- French Lace (-32)

Type: Chandelier
Width/Length: 32in / 81cm
Height: 27in / 69cm
Chain Length: 80in / 203cm
Hang Weight: 23lbs / 10.4kg
Tier Count: 2
Bulb Count: 16
Bulb Info: (16) E12, 60 MAX, G16-1/2**
Voltage: 110V / 220V / CCC","7864-1, 7864-2",32,32,27
7882,Rivendell,Schonbek,Lighting > Chandeliers,7495,"* MADE TO ORDER 

A bouquet of finely crafted metal encrusted with 
tiny crystal jewels, blooming into a melody of 
delicate leaves and flowers. Rivendell is a 
collectible and a signature design of the 
Schonbek house. This timeless, feminine 
design is a lovely addition to a boudoir, foyer or 
even to contrast with a modern, minimalist 
space. 

Choose your trim: 
- Clear Crystals From Swarovski 

Choose your color: 
- Heirloom Gold (-22) 
- Etruscan Gold (-23) 
- French Gold (-26) Premium Finish 
- Antique Silver (-48) 
- Black (-51) 
- Heirloom Bronze (-76) 
- French Lace (-32)

Type: Chandelier
Width/Length: 20in / 51cm
Height: 22.5in / 57cm
Chain Length: 40in / 102cm
Hang Weight: 12lbs / 5.4kg
Tier Count: 1
Bulb Count: 8
Bulb Info: (3) E12, 7.5 MAX, C7**
(5) E12, 60 MAX, G16-1/2**
Voltage: 110V / 220V / CCC","7882-1, 7882-2",20,20,22.5
7863,Rivendell,Schonbek,Lighting > Chandeliers,6495,"* MADE TO ORDER 

A bouquet of finely crafted metal encrusted with 
tiny crystal jewels, blooming into a melody of 
delicate leaves and flowers. Rivendell is a 
collectible and a signature design of the 
Schonbek house. This timeless, feminine 
design is a lovely addition to a boudoir, foyer or 
even to contrast with a modern, minimalist 
space. 

Choose your trim: 
- Clear Crystals From Swarovski 

Choose your color: 
- Heirloom Gold (-22) 
- Etruscan Gold (-23) 
- French Gold (-26) Premium Finish 
- Antique Silver (-48) 
- Black (-51) 
- Heirloom Bronze (-76) 
- French Lace (-32)

Type: Chandelier
Width/Length: 26in / 66cm
Height: 23in / 58cm
Chain Length: 40in / 102cm
Hang Weight: 14.5lbs / 6.5kg
Tier Count: 1
Bulb Count: 8
Bulb Info: (8) E12, 60 MAX, G16-1/2**
Voltage: 110V / 220V / CCC
","7863-1, 7863-2",26,26,23
7855,Rivendell,Schonbek,Lighting > Wall Sconces,1295,"* MADE TO ORDER 

A bouquet of finely crafted metal encrusted with 
tiny crystal jewels, blooming into a melody of 
delicate leaves and flowers. Rivendell is a 
collectible and a signature design of the 
Schonbek house. This timeless, feminine 
design is a lovely addition to a boudoir, foyer or 
even to contrast with a modern, minimalist 
space. 

Choose your trim: 
- Clear Crystals From Swarovski 

Choose your color: 
- Heirloom Gold (-22) 
- Etruscan Gold (-23) 
- French Gold (-26) Premium Finish 
- Antique Silver (-48) 
- Black (-51) 
- Heirloom Bronze (-76) 
- French Lace (-32)

Type: Wall Sconce
Width/Length: 12in / 30cm
Height: 10in / 25cm
Depth/Extension: 5.5in / 14cm
Hang Weight: 3lbs / 1.4kg
Tier Count: 1
Bulb Count: 2
Bulb Info: (2) E12, 40 MAX, G16-1/2**
Voltage: 110V / 220V / CCC","7855-1, 7855-2",12,5.5,10
RS8415,Sarella,Schonbek,Lighting > Chandeliers,7515,"* MADE TO ORDER 

A waterfall of metal discs and crystal beading
glimmers around fine glass arms. Sarellaâs
classic marriage of hand-finished metal and
multifaceted crystal drops sheds a beautiful,
soft light on your interior. An instant heirloom, it
has been interpreted in different styles, from the
traditional frame enhanced by round branches,
to the simple bejeweled columns perfect for
intimate areas. 

Choose your trim: 
- Clear Heritage Crystal 
- Clear Crystals From Swarovski 

Choose your color: 
- White (-06) 
- Heirloom Gold (-22) 
- Antique Silver (-48) 
- Black (-51) 
- Polished Stainless Steel (-401)

Type: Chandelier
Width/Length: 40.5in / 103cm
Height: 50.5in / 128cm
Chain Length: 80in / 203cm
Hang Weight: 44lbs / 19.8kg
Tier Count: 2
Bulb Count: 17
Bulb Info: (17) E12, 60 MAX, B10**
Voltage: 110V / 220V / CCC
","RS8415-1, RS8415-2",40.5,40.5,50.5
RS84151,Sarella,Schonbek,Lighting > Chandeliers,6995,"* MADE TO ORDER 

A waterfall of metal discs and crystal beading 
glimmers around fine glass arms. Sarellaâs 
classic marriage of hand-finished metal and 
multifaceted crystal drops sheds a beautiful, 
soft light on your interior. An instant heirloom, it 
has been interpreted in different styles, from the 
traditional frame enhanced by round branches, 
to the simple bejeweled columns perfect for 
intimate areas. 

Choose your trim: 
- Clear Heritage Crystal 
- Clear Crystals From Swarovski 

Choose your color: 
- White (-06) 
- Heirloom Gold (-22) 
- Antique Silver (-48) 
- Black (-51) 
- Polished Stainless Steel (-401) 


Type: Chandelier
Width/Length: 40.5in / 103cm
Height: 50.5in / 128cm
Chain Length: 80in / 203cm
Hang Weight: 44lbs / 19.8kg
Bulb Count: 17
Bulb Info: (17) E12, 60 MAX, B10**
Voltage: 110V / 220V","RS84151-1, RS84151-2",40.5,40.5,50.5
