sku,Name,Brand,Categories,Price,Description,Images,Length,Width,Height
1861,Dusk,WILDWOOD ,Art > Paintings,1241,"49.5h x 37.5w x 2d
Oil On Canvas/Wood
Antique Silver","1861-1, 1861-2, 1861-3, 1861-4, 1861-5",37.5,2,49.5
1862,City Lights,WILDWOOD ,Art > Paintings,1316,"48.8h x 37.5w x 2d
Canvas/Wood
Oil Paint/Antique Silver
Oil On Canvas, Antique Silver Wood Frame","1862-1, 1862-2, 1862-3, 1862-4, 1862-5",37.5,2,48.8
1863,Spring Lake,WILDWOOD ,Art > Paintings,1739,"45.5h x 45.5w x 1.5d
Oil On Canvas/Wood
Gold","1863-1, 1863-2",45.5,1.5,45.5
1864,Limeade Painting,WILDWOOD ,Art > Paintings,1241,"61.5h x 41.5w x 1.8d
Oil On Canvas/Wood
Silver Leaf
Original Oil On Canvas With Silver Leaf Wood Frame.","1864-1, 1864-2, 1864-3, 1864-4, 1864-5",41.5,1.8,61.5
490489,Wildwood Bruce Console,WILDWOOD,Tables > Console Tables ,2237.52,"THE BRUCE CONSOLE IS WRAPPED IN A DEEP MIDNIGHT BLUE LEATHER THAT IS A MIX OF NAVY AND PURPLE AND ACCENTED WITH WITH A BRASS BASE AND PULLS. IT PAIRS WELL WITH THE 301803 AND 301804 BRUCE MIRRORS. THIS ITEM IS NOT INTENDED FOR CLOTHES STORAGE.

30h x 48w x 18d","490489-1,
490489-2,
490489-3,
490489-4,
490489-5",,,
490168,Wildwood Elsa Chair - Leather (Min 2 Pcs),WILDWOOD,Seating > Dining Chairs,1217.08,"REMINISCENT OF THE KLISMOS DESIGN, ELSA CHAIR FEATURES THE ELEGANT CURVED LEGS AND BACK DISPLAYED IN THE ORIGINAL ANCIENT GREEK ARM CHAIR. THIS CLEAR ACRYLIC CHAIR HAS A DELICATE LOOK BUT IS STRUCTURALLY SOUND. A REMOVABLE BLACK TUFTED LEATHER CUSHION FITS THE SEAT PROVIDING COMFORT AND CONTINUING THE MODERN DESIGN THEME. THIS VERSATILE CHAIR IS A GREAT ADDITION TO A DINING TABLE OR AS AN ACCENT CHAIR IN YOUR SUNROOM, FOYER OR LIVING AREA.

Body Dimensions34.5h x 21.5w x 21d","490168-1,
490168-2,
490168-3,
490168-4,
490168-5",,,
490309,Wildwood Diamond Sideboard,WILDWOOD,Credenzas & Sideboards,4178.86,"WALNUT VENEER MID-CENTURY SIDEBOARD WITH FOUR DIAMOND MOTIF DOORS AND EIGHT ADJUSTABLE SHELVES. NOT INTENDED FOR CLOTHES STORAGE.

Body Dimensions35h x 72w x 19d","490309-1,
490309-2,
490309-3,
490309-5",,,
490499,Wildwood Meymouth Tables ,WILDWOOD,Tables > End tables,761.6,"THE WEYMOUTH DRINK TABLES ARE A SET OF TWO. THE BASE IS POLISHED NICKEL AND HAS A WOOD GLOSSY TOP. LG: 22.5""H X 17.75""W X 17.75""D, SM: 18""H X 14""W X 14""D.

Body Dimensions22.5h x 17.8w x 17.8d","490499-1,
490499-2",,,
490171,Wildwood Greta Bench - Leather,WILDWOOD,Seating > Benches & Ottomans,1665.08,"MODERN BENCH IN ACRYLIC AND LEATHER

Body Dimensions19h x 54w x 16d","490171-1,
490171-2,
490171-3",,,
490335,Wildwood Bubblicious Table,WILDWOOD,Tables > Occasional Tables,1085.14,"HANDMADE IRON AND RECYCLED GREEN GLASS SIDE TABLE. ANTIQUE SILVER FINISH.

Body Dimensions24.5h x 23w x 21d","490335-1,
490335-2",,,
490601,Wildwood Shelldon Console,WILDWOOD,Tables > Console Tables ,4402.86,"DESIGNED FOR LARGE SPACES, SHELLDON CONSOLE IS 60"" WIDE. THE MASCULINE DARK MAHOGANY FINISHED WOOD CONTRASTS WITH THE DELICATE NATURAL WHITE CAPIZ SHELL CREATING A UNIQUE TABLE TO GREET GUESTS INTO YOUR HOME OR OFFICE.

Body Dimensions32.5h x 60w x 16d","490601-1,
490601-2,
490601-3,
490601-4,
490601-5",,,
490681,Wildwood Black Hide Bar Stool,WILDWOOD,Seating > Bar Stools,858.68,"Natural Black/Polished Nickel

Body Dimensions43h x 13.8w x 14d",490681-1,,,
490668,Wildwood Geode Center Table - Clear,WILDWOOD,Tables > Center Tables,4402.86,"MaterialsAcrylic/Glass

Body Dimensions30h x 42w x 42d",490668-1,,,
490669,Wildwood Geode Center Table - Black,WILDWOOD,Tables > Center Tables,4402.86,"Materials: Acrylic/Glass
Finish: Black/Clear
Body Dimensions: 30h x 42w x 42d",490669-1,,,
490666,Wildwood Geode Console - Clear,WILDWOOD,Tables > Console Tables ,4228.62,"Overall Dimensions30h x 60w x 17d
MaterialsAcrylic/Glass",490666-1,,,
490667,Wildwood Geode Console - Black,WILDWOOD,Tables > Console Tables ,4228.62,"Overall Dimensions: 30h x 60w x 17d
Materials: Acrylic/Glass
Finish: Black/Clear",490667-1,,,
67343,Wildwood Prospect Chandelier,WILDWOOD,Lighting > Chandeliers,2237.52,"ANTIQUE BRASS, 6 LIGHT CHANDELIER WITH CLEAR ACRYLIC CURVED ROD DETAILS. COMES WITH 6 FEET OF CHAIN.

Overall Dimensions: 35.5h x 28w x 28d","67343-1,
67343-2,
67343-3,
67343-4",,,
67198,Wildwood Elizabeth Chandelier - Gold,WILDWOOD,Lighting > Chandeliers,2312.18,"ADD THIS ELEGANT BEAUTY TO YOUR ENTRYWAY, FOYER OR DINING AREA. ELIZABETH CHANDELIER IS A VINTAGE INSPIRED IRON CHANDELIER FEATURING EIGHT CONCENTRIC TIERS OF CLEAR CAST CRYSTAL TEARDROPS ENCASED IN ANTIQUE GOLD LEAF HOOPS. TWELVE LIGHTS SHINE THROUGH THE CRYSTALS CREATING A TWINKLING GLOW THAT DANCES OFF OF THE SURROUNDINGS. COMES WITH 6 FEET OF CHAIN.

Overall Dimensions: 32h x 25w x 25d","67198-1,
67198-2",,,
67231,Wildwood Lolita Chandelier (Sm),WILDWOOD,Lighting > Chandeliers,2610.86,"1930'S HOLLYWOOD GLAMOUR INSPIRED OUR ""LOLITA"" MODERN REGENCY CHANDELIER, SPARKLING CRYSTAL FLOWERS AND FACETED BEADS BURST FROM THE CENTER ORB. POLISHED BRASS PLATED FRAME, TEN LIGHTS.

Overall Dimensions: 20h x 20w x 20d","67231-1,
67231-2,
67231-3",,,
67201,Wildwood Elizabeth Chandelier - Silver,WILDWOOD,Lighting > Chandeliers,1156.09,"ADD THIS ELEGANT BEAUTY TO YOUR ENTRYWAY, FOYER OR DINING AREA. ELIZABETH CHANDELIER IS A VINTAGE INSPIRED IRON CHANDELIER FEATURING EIGHT CONCENTRIC TIERS OF CLEAR CAST CRYSTAL TEARDROPS ENCASED IN ANTIQUE SILVER LEAF HOOPS. TWELVE LIGHTS SHINE THROUGH THE CRYSTALS CREATING A TWINKLING GLOW THAT DANCES OFF OF THE SURROUNDINGS. COMES WITH 6 FEET OF CHAIN,

Overall Dimensions: 32h x 25w x 25d","67201-1,
67201-2",,,
67415,Wildwood Willoughby Lantern,WILDWOOD,Lighting > Pendants,2685.52,"INSPIRED BY A FIXTURE IN THE GRAND FOYER OF A HISTORIC SOUTHERN HOME IN NORTH CAROLINA, WILLOUGHBY LANTERN EXUDES SOUTHERN CHARM. CRAFTED OF ANTIQUE BRASS WITH BEAUTIFUL DETAILING AND A CURVED GLASS SHADE, THIS TRADITIONAL CYLINDRICAL LANTERN HAS A THREE CANDLE DESIGN THAT PROVIDES A WARM ILLUMINATION IN A FOYER OR DINING ROOM. COMES WITH SIX FEET OF CHAIN THAT HANGS FROM A MATCHING 6.5"" DIAMETER CANOPY.

Overall Dimensions: 29h x 17w x 17d","67415-1,
67415-2
",,,
23326,Wildwood Earlom Pendant - Gold,WILDWOOD,Lighting > Pendants,2088.18,"NAMED IN HONOR OF ENGLISH ENGRAVER RICHARD EARLOM, WHO WAS FAVORED BY GEORGE VANDERBILT, THIS DISTINCTIVE HANGING LAMP WAS INSPIRED BY DETAILS OF A CHANDELIER IN THE SECOND FLOOR LIVING HALL.

Overall Dimensions34h x 16w x 16d","23326-1,
23326-2,
23326-3",,,
67207,Wildwood Ellison Chandelier,WILDWOOD,Lighting > Chandeliers,3183.3,"A MODERN TAKE ON AN EMPIRE SILHOUETTE WITH AN ANTIQUE GOLD LEAF FRAME ACCENTED WITH 100'S OF CAPIZ SHELL STRANDS, ILLUMINATED FROM WITHIN. SIX LIGHTS. COMES WITH 6 FEET OF CHAIN.

Overall Dimensions42h x 24w x 24d","67207-1,
67207-2,
67207-3,
67207-4",,,
1163,Wildwood Esmerado Chandelier (Med),WILDWOOD,Lighting > Chandeliers,3656.18,"BRONZE ON IRON WITH LEAD CRYSTAL - TWELVE LIGHTS. COMES WITH 9 FEET OF CHAIN.

Body Dimensions: 46h x 33w x 33d","1163-1,
",,,
65844,Wildwood Marilyn Chandelier,WILDWOOD,Lighting > Chandeliers,3830.42,"SHOWCASING LUXURIOUS ELEGANCE, MARILYN CHANDELIER FEATURES A MODERN WAGON WHEEL SILHOUETTE WITH AN WARM ANTIQUE GOLD LEAF FINISH. TWELVE UPWARD FACING SOCKETS ARE ENCASED IN ADJUSTABLE WHITE CERAMIC SHADES THAT CREATE A SOFT HALO OF LIGHT. DESIGNED BY LARRY LASLO FOR USE IN FOYERS, LOBBIES OR DINING AREAS IN EITHER RESIDENTIAL OR COMMERCIAL APPLICATIONS.

Overall Dimensions55h x 36w x 36d","65844-1,
65844-2",,,
67035,Wildwood Long Squares Chandelier,WILDWOOD,Lighting > Chandeliers,1366.42,"POLISHED NICKEL 8 LIGHTS. COMES WITH 6 FEET OF CHAIN.

Overall Dimensions16.5h x 34w x 34d",67035-1,,,
67238,Wildwood Versailles Chandelier (LG),WILDWOOD,Lighting > Chandeliers,3481.96,"ANTIQUE SILVER LEAF FINISH ON 12 LIGHT CHANDELIER WITH CLEAR CRYSTALS. COMES WITH 9 FEET OF CHAIN.

Overall Dimensions: 46h x 34w x 34d","67238-1,
67238-2",,,
67259,Wildwood Melrose Chandelier,WILDWOOD,Lighting > Chandeliers,830.04,"ANTIQUE BRASS DRAPED CHAIN CHANDELIER, NINE LIGHTS. COMES WITH 6 FEET OF CHAIN.

Overall Dimensions: 45h x 23.5w x 23.5d","67259-1,
67259-2,
67259-3",,,
23347,Wildwood Grand Stairs Chandelier - Gold,WILDWOOD,Lighting > Chandeliers,3315.2,"INSPIRED BY THE MAGNIFICENT CHANDELIER AROUND WHICH THE GRAND STAIRCASE IN BILTMORE HOUSE RISES, OUR ELEGANT GRAND STAIRS CHANDELIER MAKES A DRAMATIC STATEMENT IN YOUR HOME. COMES WITH 6 FEET OF CHAIN.

Overall Dimensions: 41h x 30w x 30d","23347-1,
23347-2",,,
23348,Wildwood Grand Stairs Chandelier - Verde,WILDWOOD,Lighting > Chandeliers,3233.08,"INSPIRED BY THE MAGNIFICENT CHANDELIER AROUND WHICH THE GRAND STAIRCASE IN BILTMORE HOUSE RISES, OUR ELEGANT GRAND STAIRS CHANDELIER MAKES A DRAMATIC STATEMENT IN YOUR HOME. COMES WITH 6 FEET OF CHAIN.

Overall Dimensions41h x 30w x 30d",23348-1,,,
65710,Wildwood Jermyn Street Chandelier (Lg),WILDWOOD,Lighting > Chandeliers,2386.86,"THE JERMYN STREET-LARGE CHANDELIER IS AN EXERCISE IN SCALE AND PROPORTION. THE LARGE HANGING SHADE SURROUNDING THE MULTI-ARM CHANDELIER CREATES A SENSE OF VOLUME AND OPENNESS WHILE DELIVERING A LARGE IMPACT WITH ITS PERFECTLY SCALED SHADE. THERE ARE NINE LIGHTS. COMES WITH SIX FEET OF CHAIN.

Overall Dimensions: 40h x 36w x 36d","65710-1,
65710-2,
65710-3,
65710-4",,,
67330,Wildwood Fahrenheit Pendant - Champagne,WILDWOOD,Lighting > Pendants,998.06,"CHAMPAGNE FINISH ON DRUM, 5 LIGHT PENDANT WITH ANTIQUE GOLD LEAF INTERIOR, COMES WITH 3 ADJUSTABLE CABLES.

Overall Dimensions12h x 25w x 25d","67330-1,
67330-2,
67330-3",,,
67389,Wildwood Diego Chandelier,WILDWOOD,Lighting > Chandeliers,2137.96,"HAMMERED GOLD LEAF OVER STEEL WITH EIGHT ELECTRIFIED CANDLES.
Overall Dimensions: 36.8h x 46.3w x 16d","67389-1,
67389-2,
67389-3,
67389-4",,,
